Warehouse,Warehouse Organisation,Catalog,Category,Category Code,Item Name,Item Code,Brand,Model,Year,Unit of Measure,Pack,Pack Quantity,Weight,Length,Width,Height,Volume,Quantity,Received Date,Expiry Date,Unit,Unit Value,Currency,Supplier/Donor,Owned By (Organization/Branch),Tracking Number,Bin,Comments
NROC C WAREHOUSE,,,Personal Hygiene,,"Hygiene: 1 roll tissue, 1pc,bath soap 55g,1 pc. Alcohol60ml., 1 packparacetamol (500mgx8tablets), 4 tablets kremil-s (178mg/233mg/30mg),1pc.shampoo 16ml.,1pc.toothpaste2x12mg, 2pcs.off lotion 5.8g,5pcs.band aid",,,,,pack,,,,,,,,59,8/19/2012,,,137.19,PHP,c/o DSWD Central Office,,,,
NROC A WAREHOUSE,,,Food Items,,"Absolute Mineral Water, 35 x 350 ml",,,,,box,,,,,,,,2,8/20/2012,7/29/2013,,315,PHP,Mr. Jas Casper Ong,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Canned Goods, 155g",,,,,tin,,,,,,,,24,8/20/2012,7/1/2015,,13.25,PHP,"Trio Community, Bgy. 193",,,,
NROC A WAREHOUSE,,,Food Items,,Assorted noodles 55g,,,,,pcs,,,,,,,,45,8/20/2012,4/13/2013,,7.1,PHP,"Trio Community, Bgy. 193",,,,
NROC A WAREHOUSE,,,Food Items,,Assorted noodles 55g,,,,,pcs,,,,,,,,125,8/21/2012,3/16/2013,,7.1,PHP,College Group Las Piñas Bamboo Organ Parish,,,,
NROC A WAREHOUSE,,,Food Items,,Assorted sardines 155g,,,,,tin,,,,,,,,50,8/21/2012,4/1/2015,,13,PHP,College Group Las Piñas Bamboo Organ Parish,,,,
NROC A WAREHOUSE,,,Food Items,,"Century Tuna Flakes in Oil, 155g",,,,,tin,,,,,,,,2,8/21/2012,4/28/2015,,24,PHP,College Group Las Piñas Bamboo Organ Parish,,,,
NROC A WAREHOUSE,,,Food Items,,"Argentina Beef Loaf, 170g",,,,,tin,,,,,,,,2,8/21/2012,4/19/2015,,17.25,PHP,College Group Las Piñas Bamboo Organ Parish,,,,
NROC A WAREHOUSE,,,Food Items,,"Argentina Meat Loaf, 150g",,,,,tin,,,,,,,,2,8/21/2012,2/9/2015,,15.5,PHP,College Group Las Piñas Bamboo Organ Parish,,,,
NROC A WAREHOUSE,,,Food Items,,"Wow Ulam, 155g",,,,,tin,,,,,,,,2,8/21/2012,1/31/2015,,15.5,PHP,College Group Las Piñas Bamboo Organ Parish,,,,
NROC A WAREHOUSE,,,Food Items,,"Noodles, 55g x 72pcs (Expiration Date: January 2013)",,,,,pcs,,,,,,,,25032,8/23/2012,1/1/2013,,9.03,PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC A WAREHOUSE,,,Food Items,,"Nature's Spring, 350ml x 40bots (Expiration Date: August 2014)",,,,,case,,,,,,,,2341,8/23/2012,8/1/2014,,286,PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC A WAREHOUSE,,,Food Items,,"Fita Biscuits, 24bags x 10pcs x 30g (Expiration Date: April1, 2013)",,,,,box,,,,,,,,8,8/23/2012,4/1/2013,,"2,520.00",PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC A WAREHOUSE,,,Food Items,,"Sky flakes Cracker Sandwich, 30 bags x 10pcs x 30g (Expiration Date: March 16, 2012)",,,,,box,,,,,,,,3,8/23/2012,3/16/2013,,"2,520.00",PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC A WAREHOUSE,,,Food Items,,"Toyo & Swan Sardines, 130g x 100tins (Expiration Date: July 2015)",,,,,case,,,,,,,,299,8/23/2012,7/1/2015,,"1,105.00",PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC A WAREHOUSE,,,Food Items,,"Toyo & Swan Sardines, 130g (Expiration Date: July 2015)",,,,,tin,,,,,,,,82,8/23/2012,7/1/2015,,11.05,PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, new",,,,,pcs,,,,,,,,1000,8/23/2012,,,220,PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC A WAREHOUSE,,,Food Items,,"Summit Mineral Water, 350ml x 35",,,,,box,,,,,,,,4,8/23/2012,6/1/2013,,297.5,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC A WAREHOUSE,,,Food Items,,"Ulam King, 155g",,,,,tin,,,,,,,,63,8/23/2012,3/1/2014,,15.5,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC A WAREHOUSE,,,Food Items,,"Beef Loaf, 150g",,,,,tin,,,,,,,,21,8/23/2012,4/1/2014,,15.5,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC A WAREHOUSE,,,Food Items,,"San Marino Corned Tuna, 85g",,,,,tin,,,,,,,,53,8/23/2012,5/15/2015,,18,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC A WAREHOUSE,,,Food Items,,"Swack Pack Swift Carne Norte, 60g",,,,,pcs,,,,,,,,45,8/23/2012,7/11/2013,,10,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Bath Soap, 60g",,,,,pcs,,,,,,,,56,8/23/2012,,,16,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Palmolive Conditioner, 15ml x 12 pcs",,,,,pack,,,,,,,,4,8/23/2012,1/6/2014,,60,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,"Neozep Forte, 500mg/tablet",,,,,pcs,,,,,,,,80,8/23/2012,1/1/2014,,3.75,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,"Paracetamol Biogesic, 500mg/tablet",,,,,pcs,,,,,,,,90,8/23/2012,7/1/2013,,2.65,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,"Paracetamol Bioflu, 500mg/tablet",,,,,pcs,,,,,,,,40,8/23/2012,3/1/2014,,9,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,"Ascorbic Acid Cecon, 500mg/tablet",,,,,pcs,,,,,,,,16,8/23/2012,9/1/2013,,7,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC A WAREHOUSE,,,Food Items,,"Moby Chocolate Drink, 110ml x 10pcs",,,,,box,,,,,,,,3,8/23/2012,3/28/2013,,92.5,PHP,Lafarge Cement Services (Philippines) Inc.,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Sardines, 155g",,,,,tin,,,,,,,,120,8/25/2012,4/1/2015,,13,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Noodles, 55g",,,,,pcs,,,,,,,,150,8/25/2012,1/1/2013,,7.1,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Pancit Canton, 60g",,,,,pcs,,,,,,,,35,8/25/2012,3/9/2013,,9,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,Fita crackers 10pcs.x30g,,,,,pack,,,,,,,,4,8/25/2012,3/8/2013,,50,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Fita Cracker Sandwich, 25g x 10pcs",,,,,pack,,,,,,,,4,8/25/2012,3/31/2013,,50,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Butter Coconut Biscuits, 10g x 12pcs",,,,,pack,,,,,,,,5,8/25/2012,3/3/2013,,50,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Sun Flower Crackers, 27g x 10pcs",,,,,pack,,,,,,,,5,8/25/2012,7/1/2013,,50,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Sky Flakes, 25g x 10pcs",,,,,pack,,,,,,,,2,8/25/2012,1/12/2013,,50,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Argentina Beef Loaf, 150g",,,,,tin,,,,,,,,20,8/25/2012,5/19/2015,,15.5,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Ulam King, 155g ",,,,,tin,,,,,,,,7,8/25/2012,1/1/2014,,15.5,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Star Corned Beef, 175g",,,,,tin,,,,,,,,3,8/25/2012,5/1/2015,,27.75,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Philips Meat Loaf, 150g",,,,,tin,,,,,,,,5,8/25/2012,6/25/2014,,17.9,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"San Marino Corned Tuna, 85g",,,,,tin,,,,,,,,15,8/25/2012,3/1/2015,,18,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"San Marino Tuna Paella, 180g",,,,,tin,,,,,,,,8,8/25/2012,6/1/2015,,38,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Energen, 36 x 30g",,,,,pack,,,,,,,,1,8/25/2012,1/30/2013,,153,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Kopiko Astig, 30 x 20g",,,,,pack,,,,,,,,1,8/25/2012,7/1/2013,,110,PHP,UPS,,,,
NROC A WAREHOUSE,,,Food Items,,"Bottled Water, 500ml",,,,,pcs,,,,,,,,5,8/25/2012,6/8/2014,,11,PHP,UPS,,,,
NROC C WAREHOUSE,,,Clothings,,"Assorted Ladies Footwear, used",,,,,pair,,,,,,,,11,8/24/2012,,,20,PHP,DSWD Central Office (Gate Pass No. 014957),,,,
NROC C WAREHOUSE,,,Clothings,,"Assorted Men's Footwear, used",,,,,pair,,,,,,,,3,8/24/2012,,,20,PHP,DSWD Central Office (Gate Pass No. 014957),,,,
NROC C WAREHOUSE,,,Clothings,,"Assorted Children's Footwear, used (21 pairs)",,,,,pair,,,,,,,,14,8/24/2012,,,10,PHP,DSWD Central Office (Gate Pass No. 014957),,,,
NROC C WAREHOUSE,,,Clothings,,Assorted Used Bags (1 box),,,,,pcs,,,,,,,,10,8/24/2012,,,20,PHP,DSWD Central Office (Gate Pass No. 014957),,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Folding Bed, single",,,,,pcs,,,,,,,,100,8/25/2012,,,600,PHP,OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, new",,,,,pcs,,,,,,,,"4,000",8/25/2012,,,99,PHP,OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Life Vest,,,,,pcs,,,,,,,,100,8/25/2012,,,,PHP,OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,Mosquito Net,,,,,pcs,,,,,,,,"2,400",8/25/2012,,,178.88,PHP,OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Plastic Sleeping Mats, single",,,,,pcs,,,,,,,,"1,176",8/25/2012,,,150,PHP,OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Surf Bar, 145g",,,,,pcs,,,,,,,,19,8/28/2012,,,7,PHP,Microsourcing Phil. Inc.,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Toothbrush,,,,,pcs,,,,,,,,15,8/28/2012,,,10,PHP,Microsourcing Phil. Inc.,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Toothpaste, 12g",,,,,pcs,,,,,,,,13,8/28/2012,,,6,PHP,Microsourcing Phil. Inc.,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Surf Powder, 70g",,,,,pcs,,,,,,,,27,8/28/2012,,,9,PHP,Microsourcing Phil. Inc.,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Palmolive Bath Soap, 55g",,,,,pcs,,,,,,,,22,8/28/2012,,,16,PHP,Microsourcing Phil. Inc.,,,,
NROC A WAREHOUSE,,,Food Items,,"Absolute Drinking Water, 500ml x 24bots",,,,,case,,,,,,,,1,8/29/2012,6/1/2013,,264,PHP,Anonymous Donor,,,,
NROC A WAREHOUSE,,,Food Items,,"Bonus Distilled Drinking Water, 500ml x 40bots",,,,,case,,,,,,,,1,8/29/2012,11/1/2013,,440,PHP,Anonymous Donor,,,,
NROC A WAREHOUSE,,,Food Items,,"Dutch Mill Yogurt Drink, 180ml",,,,,pcs,,,,,,,,12,8/29/2012,4/1/2013,,11,PHP,Anonymous Donor,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Sardines, 155g",,,,,tin,,,,,,,,1038,8/30/2012,4/1/2013,,13,PHP,Bureau of Immigration,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Lucky Me Noodles, 55g x 72pcs",,,,,case,,,,,,,,8,8/30/2012,3/1/2013,,511.2,PHP,Bureau of Immigration,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Noodles, 55g",,,,,pcs,,,,,,,,887,8/30/2012,12/1/2012,,7.1,PHP,Bureau of Immigration,,,,
NROC A WAREHOUSE,,,Food Items,,"Magic Creams, Junior, 16g x 10pcs",,,,,pack,,,,,,,,3,8/30/2012,1/1/2013,,40,PHP,Bureau of Immigration,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, new",,,,,pcs,,,,,,,,50,8/30/2012,,,100,PHP,Bureau of Immigration,,,,
NROC C WAREHOUSE,,,Houseware Supplies,,"Plastic Mats, new",,,,,pcs,,,,,,,,48,8/30/2012,,,200,PHP,Bureau of Immigration,,,,
NROC C WAREHOUSE,,,Clothings,,Used bags,,,,,pcs,,,,,,,,5,8/31/2012,,,30,PHP,Carmila Uy,,,,
NROC C WAREHOUSE,,,Clothings,,Assorted Used Bags (15 pcs),,,,,kgs,,,,,,,,4,9/3/2012,,,30,PHP,Department of Education,,,,
NROC C WAREHOUSE,,,Clothings,,Assorted Used Footwear (8 kilos),,,,,pair,,,,,,,,25,9/3/2012,,,20,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Noodles, 55g",,,,,pcs,,,,,,,,3414,9/3/2012,1/1/2013,,7.1,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Ligo Sardines, 155g",,,,,tin,,,,,,,,100,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Youngs Town Sardines, 155g",,,,,tin,,,,,,,,100,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"555 Sardines, 155g",,,,,tin,,,,,,,,100,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Family Saridnes, 155g",,,,,tin,,,,,,,,100,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Sardines, 155g",,,,,tin,,,,,,,,100,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Sardines, 155g",,,,,tin,,,,,,,,100,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Sardines, 155g",,,,,tin,,,,,,,,100,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Meat Loaf, 100g",,,,,tin,,,,,,,,12,9/3/2012,,,10.6,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Carne Norte, 100g",,,,,tin,,,,,,,,7,9/3/2012,,,18.5,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Wow Ulam, 155g",,,,,tin,,,,,,,,7,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Unipak Sardines, 155g",,,,,tin,,,,,,,,3,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Toyo Sardines, 130g",,,,,tin,,,,,,,,3,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Ligo Sardines, 155g",,,,,tin,,,,,,,,2,9/3/2012,,,13.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Ulam King, 155g",,,,,tin,,,,,,,,2,9/3/2012,,,15.5,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Ligo Beef Loaf, 175g",,,,,tin,,,,,,,,2,9/3/2012,,,17.25,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Swift Meat Loaf, 150g",,,,,tin,,,,,,,,2,9/3/2012,,,15.9,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Purefoods Carne Norte, 175g",,,,,tin,,,,,,,,3,9/3/2012,,,32,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Fresca Tuna, 175g",,,,,tin,,,,,,,,1,9/3/2012,,,20,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Ligo Calamares, 155g",,,,,tin,,,,,,,,1,9/3/2012,,,,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"CDO Carne Norte, 150g",,,,,tin,,,,,,,,1,9/3/2012,,,25.5,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Ram Pork n' Bean, 165g",,,,,tin,,,,,,,,1,9/3/2012,,,,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"555 Tuna, 155g",,,,,tin,,,,,,,,2,9/3/2012,,,20,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Swift Vienna Sausage, 155g",,,,,tin,,,,,,,,1,9/3/2012,,,,PHP,Department of Education,,,,
NROC A WAREHOUSE,,,Food Items,,"Purefoods Beef Loaf, 150g",,,,,tin,,,,,,,,1,9/3/2012,,,18.15,PHP,Department of Education,,,,
NROC G WAREHOUSE,,,Clothings,,Used Bags,,,,,kgs,,,,,,,,87,6/30/2008,,, -   ,PHP,BOC c/o 100 bales,,,,
NROC G WAREHOUSE,,,Clothings,,Used Bags,,,,,kgs,,,,,,,,121,8/2/2008,,, -   ,PHP,BOC c/o 109 bales,,,,
NROC G WAREHOUSE,,,Kids Supplies,,Used Hard Toys,,,,,sack,,,,,,,,19,12/3/2008,,, -   ,PHP,MM Mayo's Spouse and Ricky Reyes Foundation,,,,
NROC G WAREHOUSE,,,Clothings,,Used Shoes,,,,,sack,,,,,,,,9,12/3/2008,,, -   ,PHP,MM Mayo's Spouse and Ricky Reyes Foundation,,,,
NROC G WAREHOUSE,,,Clothings,,Used BAgs,,,,,sack,,,,,,,,3,12/3/2008,,, -   ,PHP,MM Mayo's Spouse and Ricky Reyes Foundation,,,,
NROC G WAREHOUSE,,,Kids Supplies,,Used Stuff toys,,,,,sack,,,,,,,,7,12/3/2008,,, -   ,PHP,MM Mayo's Spouse and Ricky Reyes Foundation,,,,
NROC G WAREHOUSE,,,Personal Hygiene,,Toothpaste,,,,,tube,,,,,,,,100,5/27/2008,,, -   ,PHP,Used Navy 4th batch,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,45,7/17/2008,,, -   ,PHP,BOC c/o 307 bales,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,3018,9/1/2008,,, -   ,PHP,BOC c/o 430 bales,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,1033,3/30/2009,,, -   ,PHP,BOC c/o 131 sacks,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,136,3/30/2009,,, -   ,PHP,BOC c/o 133 boxes,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,39,3/30/2009,,, -   ,PHP,BOC c/o 30 bales,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,564,12/18/2009,,, -   ,PHP,Petron Foundation ,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,578,11/26/2009,,, -   ,PHP,Bohol,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,737,11/6/2009,,, -   ,PHP,Cebu,,,,
NROC G WAREHOUSE,,,Clothings,,Used Shoes,,,,,bag,,,,,,,,3,9/30/2009,,, -   ,PHP,Eri Rodriguez,,,,
NROC G WAREHOUSE,,,Medical Equipment/Supplies,,"Eye Pad oval, 50 pads/pack",,,,,pack,,,,,,,,12,5/27/2008,,, -   ,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Medical Equipment/Supplies,,"Dressing Sponge, 50 pads/pack",,,,,pack,,,,,,,,12,5/27/2008,,, -   ,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Personal Hygiene,,"Stayfree Serenity pads, 10 pads/pack",,,,,pack,,,,,,,,12,5/27/2008,,, -   ,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Personal Hygiene,,Stayfree with Cottony Dry cover,,,,,pack,,,,,,,,40,5/27/2008,,, -   ,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Personal Hygiene,,"Carefree Longs, 46 pads/box",,,,,box,,,,,,,,12,5/27/2008,,, -   ,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Personal Hygiene,,"Carefree Original Scent, 60 pads/box",,,,,box,,,,,,,,14,5/27/2008,,, -   ,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Personal Hygiene,,Dental Floss,,,,,box,,,,,,,,1,5/27/2008,,, -   ,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Kids Supplies,,Monocycle,,,,,unit,,,,,,,,3,1/1/2004,,, -   ,PHP,Intl. Friendship,,,,
NROC G WAREHOUSE,,,Kids Supplies,,Scooter Board,,,,,unit,,,,,,,,1,5/27/2008,,,400,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Kids Supplies,,Stuff Toys,,,,,box,,,,,,,,1,2/15/2007,,, -   ,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Kids Supplies,,Hard Toys,,,,,box,,,,,,,,1,2/15/2007,,, -   ,PHP,US Navy,,,,
NROC G WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Tiles,,,,,kgs,,,,,,,,7645,1/1/2010,,,1,PHP,BOC,,,,
NROC G WAREHOUSE,,,Food Items,,"Unlabeled C2 Green Apple Tea, 500ml",,,,,bottle,,,,,,,,1824,3/23/2011,,,10,PHP,Univeral Robina Corp.,,,,
NROC G WAREHOUSE,,,Food Items,,"Unlabeled C2 Green Apple Tea, 500ml",,,,,bottle,,,,,,,,154,3/23/2011,,,10,PHP,Univeral Robina Corp.,,,,
NROC G WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Computer CPU,,,,,unit,,,,,,,,1,5/8/2010,,,1,PHP,"Singapore, Sunlove Abode",,,,
NROC G WAREHOUSE,,,Food Items,,Assorted Food Items,,,,,box,,,,,,,,31,9/9/2011,,,1,PHP,Filipino Community London c/o BOC,,,,
NROC G WAREHOUSE,,,Clothings,,Assorted Footwear (3 sacks),,,,,kgs,,,,,,,,75,9/9/2011,,,1,PHP,Filipino Community London c/o BOC,,,,
NROC G WAREHOUSE,,,Clothings,,Assorted Used clothing,,,,,kgs,,,,,,,,88,9/9/2011,,,1,PHP,Filipino Community London c/o BOC,,,,
NROC G WAREHOUSE,,,Food Items,,Assorted Rice,,,,,box,,,,,,,,2,9/9/2011,,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Food Items,,100% Broken White Rice,,,,,sack,,,,,,,,50,9/9/2011,,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Food Items,,Assorted Bottled Water,,,,,box,,,,,,,,63,9/9/2011,,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Medical Equipment/Supplies,,"Expired Mucosol Elixir Syrup, 100ml x 94 bottles",,,,,box,,,,,,,,1,9/9/2011,10/1/2010,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Food Items,,Assorted Food Items,,,,,box,,,,,,,,11,9/9/2011,,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Food Items,,"Khong Guan, Square Puff, 300g x 12packs",,,,,box,,,,,,,,99,9/9/2011,8/19/2010,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Food Items,,biscuits and Noodles,,,,,box,,,,,,,,25,9/9/2011,,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Food Items,,Assorted Biscuits,,,,,can,,,,,,,,23,9/9/2011,,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Clothings,,"Assorted clothing, blanket, shoes, etc",,,,,kgs,,,,,,,,154,9/9/2011,,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Clothings,,"Assorted Clothing, shoes/bags",,,,,kgs,,,,,,,,163,9/9/2011,,,1,PHP,Sunlove Singapore c/o BOC,,,,
NROC G WAREHOUSE,,,Clothings,,"bags, used",,,,,kgs,,,,,,,,11,1/2/2012,,,1,PHP,Robinsons Place,,,,
NROC G WAREHOUSE,,,Clothings,,"bags, used",,,,,kgs,,,,,,,,42,1/10/2012,,,1,PHP,TV 5,,,,
NROC G WAREHOUSE,,,Clothings,,"bags, used",,,,,kgs,,,,,,,,10,1/16/2012,,,1,PHP,Rachelle Neri,,,,
NROC G WAREHOUSE,,,Clothings,,"bags, used",,,,,kgs,,,,,,,,48,1/20/2012,,,1,PHP,TV 5,,,,
NROC G WAREHOUSE,,,Clothings,,"bags/sandals/shoes, used",,,,,kgs,,,,,,,,136,1/17/2012,,,1,PHP,AFP OJ7,,,,
NROC G WAREHOUSE,,,Clothings,,"Bath towel/bedsheet, used",,,,,kgs,,,,,,,,516,2/16/2012,,,1,PHP,Hotel Sogo,,,,
NROC G WAREHOUSE,,,Sleeping Gear,,"Bedcover, used",,,,,kgs,,,,,,,,18,2/2/2012,,,1,PHP,Robinsons Land,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,1890,12/28/2011,,,1,PHP,TV 5,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,89,12/29/2011,,,1,PHP,Office of the President - Malacañang,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,141,1/2/2012,,,1,PHP,Robinsons Place,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,171,1/8/2010,,, -   ,PHP,NFA FTI,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,1485,7/23/2009,,, -   ,PHP,PASG,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,404,4/20/2009,,, -   ,PHP,BOC Crisostomo,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,173,9/28/2009,,, -   ,PHP,BOC 372 boxes,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,445,12/9/2009,,, -   ,PHP,Saudi,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,984,12/9/2009,,, -   ,PHP,"Dubai, UAE",,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,838,11/12/2009,,, -   ,PHP,La Salle,,,,
